hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
747,R134a,1,-58956251259489435253138545307814916444786123701599485485488428003734959887337609040472027942770990771107456510345475294114477984006579246645569025345936867998321329694036661930867168296286791772904992499742737693174738063868776579857679834379658802861206108079390720.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
748,R134a,0,471586315859968673484920260700834788818190883511332174606584439038538266469495570986460760651270855220703144035558937913056030945799210711784146818597714878692355934529595827420110919657875576426470957123483379194215897391040338931171125646751529529720842941630513152.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
749,R134a,1,-1879312172573686826768334679106005277477539698050392089453318151117730512306057426585261434262651739107941848190949194762416172182754448731329260752922477696230525204311304659629072570550424391932368574707267535774040635464518833620585841630660216406266006997410250752.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
750,R134a,0,6120354436688581665636165274979951700725353055870948183990612578495093703200288094480075342531905172547527153787620344026090036309251132802274848253956381549697875001535639402495756506705450015457992742074833663029643956272581414878464873715872574346280074379152850944.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
751,R134a,1,-18468758749926748901227882378451485076061078692007659364366637484247085240480582920030230332257850154184997963965786634478911871059765677556785947800049199401257226297504097464925383320079209681776110627087343242458163934899354151223708506351813602552633883900919152640.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
752,R134a,0,53673151532407065950848520130621704014326321000194568773877887550797385113155879714269651233883042629713158324872212735327961098406155202080595861031985459108225253300518227639863652843269628012806742029820624821597605444372068793967286186668283951359865725860758683648.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
753,R134a,1,-148749913161956909246708824425532029547064088990424067469562208433334367379289340991455478757293973696855894286356645177856649756247421525609997511499536862428628164244557524691591712129416654020688778831803615015849552561862652780824145245837457356747064708375768989696.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
754,R134a,0,401126538487439480534385097938105225597906829561559248408924400147756137978405436006723531426550801273833150291405476437141762017501754868876414038403461687397897591995969895444715792422027246421078665042684682833996437018079657897690551565206852263861747715712193921024.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
755,R134a,1,-1058573563355636789016562435195188090272097202358183772743248927221812980469160214949454841868086142961484079480041721566007870758385225398834125727946330377683545779294622210288587704281846941863664088286178145778565744981992321444137783006207357536997811798874028769280.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
756,R134a,0,2742374268663764772311766821175180121144150843869029280369783169134343148586605113995977056727906855005761958658395033756228435939683550696184690273828484588878027686196775340294723713666710142927176574017410233147473647633843015999930088493331433652017874477075507707904.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
757,R134a,1,-6988545605197807585257663002279910777216875618607836107699688743525393103538206133696039712308715061450392378439230800635690731126910032380605405336302114526145075618097673856145022710160515517310095486262314944412052138192300435396229591254260111692476587500265835331584.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
758,R134a,0,17550606730282504733528610679088692026514067481910879983859360895294992458499779584315979999943654693010456664982754424792983663610595396104933230586287099622342985878309980841242674178740023502829743375410830586131831913493735194388765162519433703698091924665112121573376.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
759,R134a,1,-43490939537083160464908451960659334928624367675929370581930060121163469776759288114208787000856805993920863662410578403678571167504335799809126340421465517967747700770608871556547137922470320785594072752754169253246737186795112505575403186188072361231519326351575891312640.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
760,R134a,0,106502313622212473999434433697382659191901583207333652004761890680217898943355051813235392933717501598993152268408291608967667025017137845421535719572413696334936403999337970599735780833904965131561586700817536845492033293600193849132922761886653049435721942533120769130496.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
761,R134a,1,-258165420664237512551373769413673304714711060692675340288914607508875031875145722598987538921915711781753324667114855732176892824249149980595746629838612272123692101784259065827331511334524449977432178313157500454093948850789653259959638221223534680759438654225538453864448.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
762,R134a,0,620293334087375726039818421529048617536670904461968427408094748842454294190972922815407473330417229308400716437553646404063793992540732308033217801124209113008195722099400030148351752823648752555286163403542115764794244196041826113768810832355573925283924885658720492584960.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
763,R134a,1,-1461811054967400525928734676135473318883872323161515203729354009928830722366955401361644108512820201595605762786348941338797771104211529695474539271503801054112609381443342485468675047907306496185217978321562026821126950586049410650190467626190613717828141865135527839137792.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
764,R134a,0,3467397694365635056103299625773251628061180114779570364026961550714192070651045466621538494412046366247535276301149456573733228067323453572221726890622934115932302410220418550165930009274942819566775285271467847433396785605948092902010031024664837289205289412884077301727232.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
765,R134a,1,-8292918582196067675888210198003856585736887728965746977265378716842105816801822986060437075638880403523446263740893296326861220254242362782242418010304411374222734849364887333763694296677274940615338907780584253398939596138268049216687873656162345032391790345635522343337984.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
766,R134a,0,19538864859170407223838138205945417828853513575712905413536799684300285955270000028855808855525289760976419966134082734931238149969112035560683557020902127752649300246793167882297295973434422365940920951955379353130232167826400751651207139464516921124013028159466138834567168.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
767,R134a,1,-45932799921718436560120852581475911352439955370479824797425197850806977031135097743103573815144460071058027606624415215548020032088923273409371719796091552904419944061518600707286258422948106965656955283161436889974875681280990650873126366589889576222621845312648938434592768.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
768,R134a,0,107944920921497940511660356780495243237530865149810528519240377532046284091181476037142873469711075098534535368231785433359141190867773953886280501644370039324648084225767203167473936770059074891726260876026814980503464443606310736148353196034860634914818713483977664122322944.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
769,R134a,1,-253607189993055743748530577810403838970716298356993342651475284649230261590843145941164412686724012375195622286457784168310323539384794314448655174195206279691170291946250896092825591745927052048155183665831559869990182131745333385408935033144378136528086944450129632860045312.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
770,R134a,0,595973101047750069897655794878849612945723931901638021583587210392458429350911510954945421014792898142162446549437359076982239963172127286047468665953746754007707666461718277326644341667647839545994461070953203759005078220791664611380997661303767866584939411776736996454563840.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
771,R134a,1,-1401084087247530459055415004592743604196507387387377748167883716336815859954845811571229185523494240220511942080194827201335573423496725438477443890457076420730149504059584946993424882659893933362398499424552824811005465163910945049452283953869845177732075658668945586679447552.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
