step,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_kgps,dP_kPa,P_pump_kW
760,106502313622212473999434433697382659191901583207333652004761890680217898943355051813235392933717501598993152268408291608967667025017137845421535719572413696334936403999337970599735780833904965131561586700817536845492033293600193849132922761886653049435721942533120769130496.0000,106502313622212473999434433697382659191901583207333652004761890680217898943355051813235392933717501598993152268408291608967667025017137845421535719572413696334936403999337970599735780833904965131561586700817536845492033293600193849132922761886653049435721942533120769130496.0000,8.0000,99.4970,12.4371,-876104300475458810706502801828174167615672262277491079013061169194065302848142029406254836558366049978771452658575134536170699309175975270696409730736124902797138556417698525441129387276872206487708969708130900242651360935112784465576660584920858990811304347537847703568384.0000,FB,30.0000,1,119.6800,0.3000,98.9970,0.3000,20.6830,10.3989,978.4243,14.5788
761,-258165420664237512551373769413673304714711060692675340288914607508875031875145722598987538921915711781753324667114855732176892824249149980595746629838612272123692101784259065827331511334524449977432178313157500454093948850789653259959638221223534680759438654225538453864448.0000,-258165420664237512551373769413673304714711060692675340288914607508875031875145722598987538921915711781753324667114855732176892824249149980595746629838612272123692101784259065827331511334524449977432178313157500454093948850789653259959638221223534680759438654225538453864448.0000,0.0000,0.0000,0.0000,2121882847483948098592755829471748919809617132600459302806293751141655126553786568057216114647599913318391816774658260959844029882264994290414082377780664373422964655115784857679688111221564064721370677244448881328754378048721234565647917237025141663855799549631036624207872.0000,CP,30.0000,1,121.5600,0.3000,0.0000,0.0000,121.8600,10.4992,995.5006,14.9763
762,620293334087375726039818421529048617536670904461968427408094748842454294190972922815407473330417229308400716437553646404063793992540732308033217801124209113008195722099400030148351752823648752555286163403542115764794244196041826113768810832355573925283924885658720492584960.0000,620293334087375726039818421529048617536670904461968427408094748842454294190972922815407473330417229308400716437553646404063793992540732308033217801124209113008195722099400030148351752823648752555286163403542115764794244196041826113768810832355573925283924885658720492584960.0000,8.0000,101.7219,12.7152,-5092977714190114898252967855302333839688513154799669101037579083916130670006821432919671610736376448161169880105888715429576510470442015000370343724593549167744799967030472961333008463453722125781112468396988793756182688678690141540333895605767159591498103183257226709041152.0000,FB,30.0000,1,124.0400,0.3000,101.2219,0.3000,22.8181,10.6315,1018.2311,15.5112
763,-1461811054967400525928734676135473318883872323161515203729354009928830722366955401361644108512820201595605762786348941338797771104211529695474539271503801054112609381443342485468675047907306496185217978321562026821126950586049410650190467626190613717828141865135527839137792.0000,-1461811054967400525928734676135473318883872323161515203729354009928830722366955401361644108512820201595605762786348941338797771104211529695474539271503801054112609381443342485468675047907306496185217978321562026821126950586049410650190467626190613717828141865135527839137792.0000,0.0000,0.0000,0.0000,11969457925266654868709851434340126914805819731239016101722395121144213156526722500656268925017222526599686425647516165074434219683230449682234560072662327314904853663304159397858319543172910921259190439095814450743810749836658003572153569158300468147169551798091682693513216.0000,CP,30.0000,1,126.9200,3.3000,0.0000,0.0000,130.2200,10.9451,1073.0514,16.8285
764,3467397694365635056103299625773251628061180114779570364026961550714192070651045466621538494412046366247535276301149456573733228067323453572221726890622934115932302410220418550165930009274942819566775285271467847433396785605948092902010031024664837289205289412884077301727232.0000,3467397694365635056103299625773251628061180114779570364026961550714192070651045466621538494412046366247535276301149456573733228067323453572221726890622934115932302410220418550165930009274942819566775285271467847433396785605948092902010031024664837289205289412884077301727232.0000,8.0000,106.2941,13.2868,-28383604608370966267037722045064013473461612103340231245491854610677889927460661579742433587582773011960067940376517904758452680188149378747428406431042052466976912310834185692628875217311663852553365748054285368200582979523186731278701212430087218335022238974470759907328000.0000,FB,30.0000,1,130.0000,3.3000,102.7941,3.3000,27.2059,11.1093,1102.2855,17.5464
765,-8292918582196067675888210198003856585736887728965746977265378716842105816801822986060437075638880403523446263740893296326861220254242362782242418010304411374222734849364887333763694296677274940615338907780584253398939596138268049216687873656162345032391790345635522343337984.0000,-8292918582196067675888210198003856585736887728965746977265378716842105816801822986060437075638880403523446263740893296326861220254242362782242418010304411374222734849364887333763694296677274940615338907780584253398939596138268049216687873656162345032391790345635522343337984.0000,0.0000,0.0000,0.0000,67912652265620898177064782339460029494003419996429378676976922619526628402684106967166688423885998134333318477487807806649594112098759012719570196953498908652640623248836968475127820110249817228984733558049400782353037350740191481632790978941410648146686650437749530085556224.0000,CP,30.0000,1,133.0800,0.3000,0.0000,0.0000,133.3800,11.1136,1103.0496,17.5653
766,19538864859170407223838138205945417828853513575712905413536799684300285955270000028855808855525289760976419966134082734931238149969112035560683557020902127752649300246793167882297295973434422365940920951955379353130232167826400751651207139464516921124013028159466138834567168.0000,19538864859170407223838138205945417828853513575712905413536799684300285955270000028855808855525289760976419966134082734931238149969112035560683557020902127752649300246793167882297295973434422365940920951955379353130232167826400751651207139464516921124013028159466138834567168.0000,8.0000,107.8046,13.4756,-159753824253132036200993829602427907079865585220453482869802376130891807003389066405215234436525663024357454826478262768304415874525502676846085363048529764086805696670243710158023056380487036817561351139844721014547886814692592435003222197736003421180859844681759557708414976.0000,FB,30.0000,1,135.9600,0.3000,107.3046,0.3000,28.6554,11.2672,1130.7157,18.2548
767,-45932799921718436560120852581475911352439955370479824797425197850806977031135097743103573815144460071058027606624415215548020032088923273409371719796091552904419944061518600707286258422948106965656955283161436889974875681280990650873126366589889576222621845312648938434592768.0000,-45932799921718436560120852581475911352439955370479824797425197850806977031135097743103573815144460071058027606624415215548020032088923273409371719796091552904419944061518600707286258422948106965656955283161436889974875681280990650873126366589889576222621845312648938434592768.0000,0.0000,0.0000,0.0000,375345334005032817041329295913227770869017556038689667784482134495586493531041486052513267330901185539837452363809717095457192220036580077928807684340052278526526845634463164928277058515321961683517828014263588392751157307316017175331331926599889727249138388977655733051981824.0000,CP,30.0000,1,138.4400,0.3000,0.0000,0.0000,138.7400,11.3995,1154.7879,18.8623
768,107944920921497940511660356780495243237530865149810528519240377532046284091181476037142873469711075098534535368231785433359141190867773953886280501644370039324648084225767203167473936770059074891726260876026814980503464443606310736148353196034860634914818713483977664122322944.0000,107944920921497940511660356780495243237530865149810528519240377532046284091181476037142873469711075098534535368231785433359141190867773953886280501644370039324648084225767203167473936770059074891726260876026814980503464443606310736148353196034860634914818713483977664122322944.0000,8.0000,110.0294,13.7537,-881624103443993239263040357287303177388517594601021755485075557447575355990436004975056391245482204416162357939894318722811472124509635795958494238505332243736963729740069284199239882953556636591381284151226664004368713017583586724252183397273609220246525617579179070053154816.0000,FB,30.0000,1,140.3200,0.3000,109.5294,0.3000,30.7906,11.4997,1173.1893,19.3314
769,-253607189993055743748530577810403838970716298356993342651475284649230261590843145941164412686724012375195622286457784168310323539384794314448655174195206279691170291946250896092825591745927052048155183665831559869990182131745333385408935033144378136528086944450129632860045312.0000,-253607189993055743748530577810403838970716298356993342651475284649230261590843145941164412686724012375195622286457784168310323539384794314448655174195206279691170291946250896092825591745927052048155183665831559869990182131745333385408935033144378136528086944450129632860045312.0000,0.0000,0.0000,0.0000,2070793767008078462134783430770009252068581260927626340369792972749365513344415796248368905100239769541840677925384647696398749954920493609686460301666515923340344306771164866927784319682987906826302890979146583780827040937684917522035347467770435905071840553465569104917168128.0000,CP,30.0000,1,141.5200,0.3000,0.0000,0.0000,141.8200,11.5637,1185.0037,19.6347
